id,verb,meaning,model,model_output,model_suffix,human_majority_form,human_majority_form_count,human_supported_forms,human_majority_suffix,human_majority_suffix_count,human_attested_suffixes,human_num_distinct_forms,human_num_distinct_suffixes,exact_majority_match,form_in_human_supported_set,suffix_matches_majority,suffix_attested_by_humans,divergence_type
16,куртать,есть макароны вниз головой,mistral,куртан,другое,куртатель,8.0,Курталец/куртанец; куртальщик; куртатель; Куртатка; Курташ/куртач; Куртец; Куртильщик; куртун/куртан; куртящик,-тель,8.0,-ец (-нец); -льщик; -тель; -ка; -щик (-чик); -ун,9.0,6.0,0,1,0,0,human_supported_non_majority_form
16,куртать,есть макароны вниз головой,claude,куртала,-л(о) (-л(а)),куртатель,8.0,Курталец/куртанец; куртальщик; куртатель; Куртатка; Курташ/куртач; Куртец; Куртильщик; куртун/куртан; куртящик,-тель,8.0,-ец (-нец); -льщик; -тель; -ка; -щик (-чик); -ун,9.0,6.0,0,0,0,0,new_form_unattested_suffix
16,куртать,есть макароны вниз головой,yandex,куртатель,-тель,куртатель,8.0,Курталец/куртанец; куртальщик; куртатель; Куртатка; Курташ/куртач; Куртец; Куртильщик; куртун/куртан; куртящик,-тель,8.0,-ец (-нец); -льщик; -тель; -ка; -щик (-чик); -ун,9.0,6.0,1,1,1,1,exact_majority_match
16,куртать,есть макароны вниз головой,alice,куртальщик,-льщик,куртатель,8.0,Курталец/куртанец; куртальщик; куртатель; Куртатка; Курташ/куртач; Куртец; Куртильщик; куртун/куртан; куртящик,-тель,8.0,-ец (-нец); -льщик; -тель; -ка; -щик (-чик); -ун,9.0,6.0,0,1,0,1,human_supported_non_majority_form
17,лубудить,облизывать сосульки,qwen,лубудник,"-ник (-еник, -ик)",Лубудильник/лубудильчик/лубудильщик,5.0,Лубуд(ь); Лубудайка; Лубудёнок/лубуденыш; Лубудец; лубудикер; лубудилка; Лубудильник/лубудильчик/лубудильщик; Лубудитель; лубудун; лубудщик; Лубудяха,другое,5.0,"другое; -ка; -ец (-нец); -ер (-ор); -ник (-еник, -ик); -тель; -ун; -щик (-чик); -льщик",11.0,9.0,0,0,0,1,new_form_attested_suffix
17,лубудить,облизывать сосульки,mistral,лубудила,-л(о) (-л(а)),Лубудильник/лубудильчик/лубудильщик,5.0,Лубуд(ь); Лубудайка; Лубудёнок/лубуденыш; Лубудец; лубудикер; лубудилка; Лубудильник/лубудильчик/лубудильщик; Лубудитель; лубудун; лубудщик; Лубудяха,другое,5.0,"другое; -ка; -ец (-нец); -ер (-ор); -ник (-еник, -ик); -тель; -ун; -щик (-чик); -льщик",11.0,9.0,0,0,0,0,new_form_unattested_suffix
17,лубудить,облизывать сосульки,claude,лубудила,-л(о) (-л(а)),Лубудильник/лубудильчик/лубудильщик,5.0,Лубуд(ь); Лубудайка; Лубудёнок/лубуденыш; Лубудец; лубудикер; лубудилка; Лубудильник/лубудильчик/лубудильщик; Лубудитель; лубудун; лубудщик; Лубудяха,другое,5.0,"другое; -ка; -ец (-нец); -ер (-ор); -ник (-еник, -ик); -тель; -ун; -щик (-чик); -льщик",11.0,9.0,0,0,0,0,new_form_unattested_suffix
17,лубудить,облизывать сосульки,yandex,лубудитель,-тель,Лубудильник/лубудильчик/лубудильщик,5.0,Лубуд(ь); Лубудайка; Лубудёнок/лубуденыш; Лубудец; лубудикер; лубудилка; Лубудильник/лубудильчик/лубудильщик; Лубудитель; лубудун; лубудщик; Лубудяха,другое,5.0,"другое; -ка; -ец (-нец); -ер (-ор); -ник (-еник, -ик); -тель; -ун; -щик (-чик); -льщик",11.0,9.0,0,1,0,1,human_supported_non_majority_form
17,лубудить,облизывать сосульки,alice,лубудитель,-тель,Лубудильник/лубудильчик/лубудильщик,5.0,Лубуд(ь); Лубудайка; Лубудёнок/лубуденыш; Лубудец; лубудикер; лубудилка; Лубудильник/лубудильчик/лубудильщик; Лубудитель; лубудун; лубудщик; Лубудяха,другое,5.0,"другое; -ка; -ец (-нец); -ер (-ор); -ник (-еник, -ик); -тель; -ун; -щик (-чик); -льщик",11.0,9.0,0,1,0,1,human_supported_non_majority_form
18,мазадить,управлять снами,qwen,мазадатель,-тель,мазадист,5.0,маз(а)дун; Мазад; мазадатор; Мазадель; мазадёр/мазадир; мазадист; мазадит; мазадитель/мазидатель; мазадун; Мазадчик/мазадщик,-ист,5.0,-ун; другое; -ер (-ор); -ист; -тель; -щик (-чик),10.0,6.0,0,0,0,1,new_form_attested_suffix
18,мазадить,управлять снами,mistral,мазадист,-ист,мазадист,5.0,маз(а)дун; Мазад; мазадатор; Мазадель; мазадёр/мазадир; мазадист; мазадит; мазадитель/мазидатель; мазадун; Мазадчик/мазадщик,-ист,5.0,-ун; другое; -ер (-ор); -ист; -тель; -щик (-чик),10.0,6.0,1,1,1,1,exact_majority_match
18,мазадить,управлять снами,claude,мазадник,"-ник (-еник, -ик)",мазадист,5.0,маз(а)дун; Мазад; мазадатор; Мазадель; мазадёр/мазадир; мазадист; мазадит; мазадитель/мазидатель; мазадун; Мазадчик/мазадщик,-ист,5.0,-ун; другое; -ер (-ор); -ист; -тель; -щик (-чик),10.0,6.0,0,0,0,0,new_form_unattested_suffix
18,мазадить,управлять снами,yandex,мазадист,-ист,мазадист,5.0,маз(а)дун; Мазад; мазадатор; Мазадель; мазадёр/мазадир; мазадист; мазадит; мазадитель/мазидатель; мазадун; Мазадчик/мазадщик,-ист,5.0,-ун; другое; -ер (-ор); -ист; -тель; -щик (-чик),10.0,6.0,1,1,1,1,exact_majority_match
18,мазадить,управлять снами,alice,мазадитель,-тель,мазадист,5.0,маз(а)дун; Мазад; мазадатор; Мазадель; мазадёр/мазадир; мазадист; мазадит; мазадитель/мазидатель; мазадун; Мазадчик/мазадщик,-ист,5.0,-ун; другое; -ер (-ор); -ист; -тель; -щик (-чик),10.0,6.0,0,1,0,1,human_supported_non_majority_form
19,малтать,"молча кивать, когда ничего не понял",qwen,малтунщик,-щик (-чик),Малтун,10.0,Малтальщик; Малтанец; Малтатель; малташка; малтащий; Малтун; Малтыш,-ун,10.0,-льщик; -ец (-нец); -тель; -ка; другое; -ун,7.0,6.0,0,0,0,0,new_form_unattested_suffix
19,малтать,"молча кивать, когда ничего не понял",mistral,малтун,-ун,Малтун,10.0,Малтальщик; Малтанец; Малтатель; малташка; малтащий; Малтун; Малтыш,-ун,10.0,-льщик; -ец (-нец); -тель; -ка; другое; -ун,7.0,6.0,1,1,1,1,exact_majority_match
19,малтать,"молча кивать, когда ничего не понял",claude,малтала,-л(о) (-л(а)),Малтун,10.0,Малтальщик; Малтанец; Малтатель; малташка; малтащий; Малтун; Малтыш,-ун,10.0,-льщик; -ец (-нец); -тель; -ка; другое; -ун,7.0,6.0,0,0,0,0,new_form_unattested_suffix
19,малтать,"молча кивать, когда ничего не понял",yandex,малтальщик,-льщик,Малтун,10.0,Малтальщик; Малтанец; Малтатель; малташка; малтащий; Малтун; Малтыш,-ун,10.0,-льщик; -ец (-нец); -тель; -ка; другое; -ун,7.0,6.0,0,1,0,1,human_supported_non_majority_form
19,малтать,"молча кивать, когда ничего не понял",alice,малтун,-ун,Малтун,10.0,Малтальщик; Малтанец; Малтатель; малташка; малтащий; Малтун; Малтыш,-ун,10.0,-льщик; -ец (-нец); -тель; -ка; другое; -ун,7.0,6.0,1,1,1,1,exact_majority_match
20,палеведать,интересоваться динозаврами,qwen,палеведатель,-тель,Палевед,11.0,Паведедальщик; Палевед; Палеведатель; палеведец; палеведующий; палеведчик; Палевод; Палефил,другое,11.0,-льщик; другое; -тель; -ец (-нец); другое; -щик (-чик),8.0,4.0,0,1,0,1,human_supported_non_majority_form
20,палеведать,интересоваться динозаврами,mistral,палеведатель,-тель,Палевед,11.0,Паведедальщик; Палевед; Палеведатель; палеведец; палеведующий; палеведчик; Палевод; Палефил,другое,11.0,-льщик; другое; -тель; -ец (-нец); другое; -щик (-чик),8.0,4.0,0,1,0,1,human_supported_non_majority_form
20,палеведать,интересоваться динозаврами,claude,палеведун,-ун,Палевед,11.0,Паведедальщик; Палевед; Палеведатель; палеведец; палеведующий; палеведчик; Палевод; Палефил,другое,11.0,-льщик; другое; -тель; -ец (-нец); другое; -щик (-чик),8.0,4.0,0,0,0,0,new_form_unattested_suffix
20,палеведать,интересоваться динозаврами,yandex,палеведа,другое,Палевед,11.0,Паведедальщик; Палевед; Палеведатель; палеведец; палеведующий; палеведчик; Палевод; Палефил,другое,11.0,-льщик; другое; -тель; -ец (-нец); другое; -щик (-чик),8.0,4.0,0,0,1,1,new_form_attested_suffix
20,палеведать,интересоваться динозаврами,alice,палеведатель,-тель,Палевед,11.0,Паведедальщик; Палевед; Палеведатель; палеведец; палеведующий; палеведчик; Палевод; Палефил,другое,11.0,-льщик; другое; -тель; -ец (-нец); другое; -щик (-чик),8.0,4.0,0,1,0,1,human_supported_non_majority_form
21,пиланить,ходить спиной вперед,qwen,пиланист,-ист,пиланщики,6.0,пилаки; пиланаторы; пиланики; пиланили; Пиланисты; Пиланитель; Пиланиты; Пилантели; Пиланцы; пиланщики; пиланы; пиланящие; Пиланёры,-щик (-чик),6.0,"-другое; -ник (-еник, -ик); -ист; -тель; -ец (-нец); -щик (-чик); -ер (-ор)",13.0,7.0,0,0,0,1,new_form_attested_suffix
21,пиланить,ходить спиной вперед,mistral,пиликан,другое,пиланщики,6.0,пилаки; пиланаторы; пиланики; пиланили; Пиланисты; Пиланитель; Пиланиты; Пилантели; Пиланцы; пиланщики; пиланы; пиланящие; Пиланёры,-щик (-чик),6.0,"-другое; -ник (-еник, -ик); -ист; -тель; -ец (-нец); -щик (-чик); -ер (-ор)",13.0,7.0,0,0,0,0,new_form_unattested_suffix
21,пиланить,ходить спиной вперед,claude,пиланщик,-ун,пиланщики,6.0,пилаки; пиланаторы; пиланики; пиланили; Пиланисты; Пиланитель; Пиланиты; Пилантели; Пиланцы; пиланщики; пиланы; пиланящие; Пиланёры,-щик (-чик),6.0,"-другое; -ник (-еник, -ик); -ист; -тель; -ец (-нец); -щик (-чик); -ер (-ор)",13.0,7.0,0,0,0,0,new_form_unattested_suffix
21,пиланить,ходить спиной вперед,yandex,пиланитель,-тель,пиланщики,6.0,пилаки; пиланаторы; пиланики; пиланили; Пиланисты; Пиланитель; Пиланиты; Пилантели; Пиланцы; пиланщики; пиланы; пиланящие; Пиланёры,-щик (-чик),6.0,"-другое; -ник (-еник, -ик); -ист; -тель; -ец (-нец); -щик (-чик); -ер (-ор)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
21,пиланить,ходить спиной вперед,alice,пиланитель,-тель,пиланщики,6.0,пилаки; пиланаторы; пиланики; пиланили; Пиланисты; Пиланитель; Пиланиты; Пилантели; Пиланцы; пиланщики; пиланы; пиланящие; Пиланёры,-щик (-чик),6.0,"-другое; -ник (-еник, -ик); -ист; -тель; -ец (-нец); -щик (-чик); -ер (-ор)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
22,фаять,лепить фигурки из соленого теста,qwen,фаятель,-тель,фаятель,12,фаяльщик/фаянщик; Фаянист; Фаятель,-тель,12,-льщик; -щик (-чик); -ист; -тель,,4,1,1,1,1,exact_majority_match
22,фаять,лепить фигурки из соленого теста,mistral,фаяльщик,-льщик,фаятель,12,фаяльщик/фаянщик; Фаянист; Фаятель,-тель,12,-льщик; -щик (-чик); -ист; -тель,,4,0,1,0,1,human_supported_non_majority_form
22,фаять,лепить фигурки из соленого теста,claude,фаяльщик,-ун,фаятель,12,фаяльщик/фаянщик; Фаянист; Фаятель,-тель,12,-льщик; -щик (-чик); -ист; -тель,,4,0,1,0,1,human_supported_non_majority_form
22,фаять,лепить фигурки из соленого теста,yandex,фаятель,-тель,фаятель,12,фаяльщик/фаянщик; Фаянист; Фаятель,-тель,12,-льщик; -щик (-чик); -ист; -тель,,4,1,1,1,1,exact_majority_match
22,фаять,лепить фигурки из соленого теста,alice,фаятель,-тель,фаятель,12,фаяльщик/фаянщик; Фаянист; Фаятель,-тель,12,-льщик; -щик (-чик); -ист; -тель,,4,1,1,1,1,exact_majority_match
23,фуркозить,нервно перебирать что-то руками,qwen,фуркозик,"-ник (-еник, -ик)",Фуркоз,4.0,Фуркоз; фуркозёр; Фуркозина; Фуркозист; фуркозка; Фуркозник; фуркозун; Фуркозус; Фуркозчик/фуркозик; Фуркозя; фуркозя; фуркозяв; фуркузоид,другое,8.0,"другое; -ер (-ор); -ист; -ка; -ник (-еник, -ик); -ун; -щик (-чик)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
23,фуркозить,нервно перебирать что-то руками,mistral,фуркозник,"-ник (-еник, -ик)",Фуркоз,4.0,Фуркоз; фуркозёр; Фуркозина; Фуркозист; фуркозка; Фуркозник; фуркозун; Фуркозус; Фуркозчик/фуркозик; Фуркозя; фуркозя; фуркозяв; фуркузоид,другое,8.0,"другое; -ер (-ор); -ист; -ка; -ник (-еник, -ик); -ун; -щик (-чик)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
23,фуркозить,нервно перебирать что-то руками,claude,фуркоза,другое,Фуркоз,4.0,Фуркоз; фуркозёр; Фуркозина; Фуркозист; фуркозка; Фуркозник; фуркозун; Фуркозус; Фуркозчик/фуркозик; Фуркозя; фуркозя; фуркозяв; фуркузоид,другое,8.0,"другое; -ер (-ор); -ист; -ка; -ник (-еник, -ик); -ун; -щик (-чик)",13.0,7.0,0,0,1,1,new_form_attested_suffix
23,фуркозить,нервно перебирать что-то руками,yandex,фуркозист,-ист,Фуркоз,4.0,Фуркоз; фуркозёр; Фуркозина; Фуркозист; фуркозка; Фуркозник; фуркозун; Фуркозус; Фуркозчик/фуркозик; Фуркозя; фуркозя; фуркозяв; фуркузоид,другое,8.0,"другое; -ер (-ор); -ист; -ка; -ник (-еник, -ик); -ун; -щик (-чик)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
23,фуркозить,нервно перебирать что-то руками,alice,фуркозист,-ист,Фуркоз,4.0,Фуркоз; фуркозёр; Фуркозина; Фуркозист; фуркозка; Фуркозник; фуркозун; Фуркозус; Фуркозчик/фуркозик; Фуркозя; фуркозя; фуркозяв; фуркузоид,другое,8.0,"другое; -ер (-ор); -ист; -ка; -ник (-еник, -ик); -ун; -щик (-чик)",13.0,7.0,0,1,0,1,human_supported_non_majority_form
